genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
swedish country,0.273271429,0.518619048,209011.9524,0.699238095,0.000584762,0.166309524,-7.198904762,0.043219048,98.013,0.490619048,46.66666667,2,1
swedish dancehall,0.142766667,0.839333333,214656.6667,0.711666667,2.44E-05,0.125066667,-6.136,0.080366667,106.6996667,0.839333333,45.33333333,6,1
swedish death metal,0.108040186,0.35635,223847.2,0.868268519,0.432992741,0.158757778,-6.259242593,0.105064815,121.6839944,0.351268519,40.18518519,7,1
swedish doom metal,0.00031444,0.217,422532.2,0.8423,0.0938427,0.18042,-4.8548,0.0667,111.3007,0.21742,31,4,1
swedish electronic,0.002974,0.72475,312671,0.70675,0.927,0.11275,-9.202,0.049025,120.50525,0.62375,7.5,5,0
swedish electropop,0.25041919,0.615163835,227458.6572,0.66214572,0.152796163,0.22893428,-7.605222427,0.052677904,126.8479805,0.467915196,42.26936661,6,1
swedish eurodance,0.0244,0.605,230440,0.989,0.00224,0.277,-5.256,0.0329,138.219,0.969,52,11,0
swedish garage rock,0.0668335,0.51875,192536.5,0.91425,0.004640525,0.35375,-4.14425,0.091875,138.23475,0.592,52,9,1
swedish hard rock,0.081095984,0.480282895,262341.168,0.843522807,0.149185276,0.299729035,-9.488334211,0.067382149,113.1464224,0.297894298,37.76447368,7,1
swedish hardcore,0.00601,0.683,311460,0.715,0.00563,0.2555,-9.2105,0.07475,105.9095,0.3585,52,9,1
swedish heavy metal,0.50215,0.637,242226.5,0.4275,0.3485,0.1095,-10.4765,0.082,124.2465,0.338,28,7,0
swedish house,0.006325833,0.719916667,387925.0833,0.812,0.83275,0.085108333,-9.348333333,0.087708333,127.50425,0.60025,0.083333333,11,1
swedish idol pop,0.0351,0.746,262661,0.703,0.464,0.138,-8.348,0.0441,127.033,0.136,1,5,0
swedish indie folk,0.530523333,0.711866667,306120.1667,0.478433333,0.273687,0.107206667,-10.39623333,0.050436667,114.8422333,0.276633333,35.1,10,1
swedish indie pop,0.254793324,0.550091209,217035.9121,0.660012637,0.131098798,0.137592143,-7.13706978,0.041008709,126.2145258,0.505458242,31.52637363,10,1
swedish indie rock,0.0301045,0.474583333,186356.8333,0.753416667,0.001550408,0.271416667,-4.99975,0.063358333,139.0519167,0.590666667,53,2,1
swedish jazz,0.809408534,0.468123961,290351.7046,0.224376329,0.496945513,0.258791431,-17.41556112,0.052404476,102.2114731,0.393436722,29.15873531,8,1
swedish jazz orkester,0.9225,0.64,257294.5,0.2605,0.459625,0.148,-16.6795,0.05265,105.5685,0.759,0,6,1
swedish melodic rock,0.089608445,0.492,260259.35,0.78215,0.001334225,0.25894,-7.33165,0.05086,120.2861,0.37305,39.85,6,0
swedish metal,0.05344782,0.347919316,258453.6201,0.883935446,0.406327457,0.189649143,-5.919231244,0.096515896,118.9439464,0.311338997,36.84150327,2,1
swedish pop,0.243715999,0.642983241,214031.2216,0.717480802,0.015659218,0.211707349,-6.488712916,0.067347437,122.845574,0.611596906,45.82649903,9,1
swedish post-hardcore,0.00601,0.683,311460,0.715,0.00563,0.2555,-9.2105,0.07475,105.9095,0.3585,52,9,1
swedish power metal,0.297080053,0.45743956,343250.2967,0.647648352,0.121936567,0.174065934,-6.628510989,0.061414286,127.0565824,0.303053297,34.32417582,7,0
swedish prog,0.169518835,0.430275,291231.375,0.603091667,0.323718467,0.251608333,-9.454166667,0.039836667,124.0224833,0.334705,23.375,2,1
swedish progressive metal,0.114413333,0.342666667,465004.5,0.671833333,0.223666667,0.166366667,-6.8035,0.062233333,101.2998333,0.166183333,27.33333333,6,1
swedish punk,0.00309,0.795,178907,0.576,0.000395,0.344,-7.245,0.0701,112.031,0.901,3.5,9,0
swedish rock-and-roll,0.23815,0.5785,141648,0.865,0.0152,0.2366,-6.3005,0.04585,108.8915,0.855,26.5,6,1
swedish singer-songwriter,0.582343636,0.571339394,222448.1515,0.440775758,0.081629721,0.11627697,-9.916860606,0.037276364,126.3453152,0.377509091,28.41212121,3,1
swedish soul,0.388,0.705,212787,0.433,0.134,0.0841,-9.706,0.204,168.006,0.602,69,4,1
swedish stoner rock,0.408766667,0.641583333,181304.6667,0.576916667,0.111703333,0.314333333,-10.47691667,0.120783333,110.3990833,0.503333333,0.666666667,7,1
swedish synth,0.187248909,0.542181818,234055.6364,0.801090909,0.113301818,0.181727273,-6.898363636,0.053709091,147.1019091,0.508,5.545454545,9,0
swedish synthpop,0.242355952,0.596368254,230634.7933,0.662019206,0.273666369,0.243561405,-8.562524048,0.050699131,127.5269757,0.491560746,33.0331746,11,1
swedish techno,0.00564,0.779,374139.5,0.8125,0.9265,0.1505,-7.5735,0.0641,124.9995,0.4595,0,11,0
swedish tropical house,0.0225,0.632,183414,0.575,1.81E-06,0.104,-6.478,0.029,90.037,0.188,73,5,1
swing,0.788324314,0.553114335,204319.9496,0.338177102,0.255915292,0.214459313,-12.96240821,0.074123677,116.5054867,0.568002189,16.9553324,5,1
swing italiano,0.789823363,0.526196902,251216.3,0.303962425,0.241099988,0.128391337,-14.35672137,0.08173778,127.1888277,0.582884026,2.873019448,9,1
swing revival,0.29522975,0.55425,208374.85,0.73585,0.184141572,0.325185,-6.95905,0.05968,109.72035,0.5479,32.8,7,0
swiss black metal,1.19E-05,0.2793125,259608.25,0.88625,0.8129375,0.26060625,-6.85975,0.05279375,160.977125,0.321375,17.5,11,1
swiss classical piano,0.986201389,0.31320202,236818.1585,0.118610366,0.762238939,0.121260732,-23.04591098,0.044218939,110.2456654,0.409000884,3.484848485,7,1
swiss contemporary classical,0.923,0.124,285240,0.0537,0.729,0.0962,-24.505,0.0442,66.002,0.0726,0,1,1
swiss country,0.822,0.455,218293,0.253,0.945,0.184,-16.713,0.0368,129.904,0.342,37,0,1
swiss jazz,0.9315,0.427,273416.5,0.0676,0.696,0.1284,-25.963,0.04535,107.5835,0.246,36,7,1
swiss metal,0.036492717,0.327925,243679.15,0.8498,0.474955,0.3076925,-7.8717,0.0625575,144.5598,0.33254,17.65,11,1
swiss pop,0.062063333,0.719333333,268283.8333,0.802,0.573820833,0.164583333,-6.652666667,0.060516667,124.9896667,0.389,26.83333333,6,1
swiss punk,0.0019,0.457,148560,0.689,6.65E-05,0.309,-5.041,0.0326,156.021,0.704,0,9,0
swiss rock,0.012555958,0.478375,214013.875,0.692083333,0.111412681,0.273858333,-8.271208333,0.037433333,139.558,0.654125,17.16666667,9,1
symphonic black metal,0.013130518,0.330277778,297504.1111,0.915222222,0.660122222,0.239611111,-6.748333333,0.065777778,144.9074444,0.245533333,22.22222222,2,1
symphonic death metal,0.056933308,0.35225,262742.4167,0.902166667,0.381596667,0.390916667,-6.428916667,0.111316667,145.4300833,0.2826,0.166666667,8,0
symphonic metal,0.076898277,0.385165114,291612.8362,0.833593577,0.20815258,0.362866114,-5.98429143,0.071559111,128.65205,0.256286337,30.46122969,1,0
symphonic rock,0.274097212,0.436250795,323533.8857,0.553822632,0.193180101,0.223603419,-11.57368553,0.057409437,120.9319987,0.44571964,32.08187153,2,1
synth funk,0.176924845,0.726374347,282215.5967,0.656631248,0.103548809,0.214405809,-8.893179011,0.075474023,113.2058075,0.699103593,32.31268789,7,0
synth punk,0.0177,0.678,259698,0.864,0.817,0.267,-8.474,0.157,129.611,0.573,2,4,0
synthpop,0.13742754,0.631813471,262752.9363,0.691975311,0.130149814,0.201781573,-10.23423047,0.047928576,121.8633326,0.65928164,38.48904775,9,1
synthwave,0.178923244,0.6454,238993.8,0.746288889,0.491471339,0.16812,-7.503266667,0.042522222,118.4505333,0.588511111,29.11111111,5,1
syrian pop,0.82925,0.382928571,369085.2857,0.276428571,0.020474332,0.346360714,-11.18496429,0.04455,99.30896429,0.460285714,10.07142857,11,1
tabla,0.984,0.646071429,238907.8929,0.412857143,0.561942857,0.548357143,-10.9345,0.085821429,109.3963214,0.76975,2.428571429,6,1
tagalog rap,0.35668,0.627444444,318004.7778,0.635111111,0.298443114,0.082877778,-7.34,0.043922222,115.6535556,0.656111111,19.33333333,5,1
tagalog worship,0.536400866,0.351941868,274982.1577,0.377690414,0.000320209,0.386523067,-12.38127273,0.039352134,107.3800918,0.275182622,34.96598639,7,1
taiwan campus folk,0.617793651,0.55672619,245201.3056,0.474656349,0.000354602,0.290999074,-10.86296825,0.057353968,97.34842725,0.481199735,39.93915344,11,1
taiwan classical performance,0.994,0.331,253573,0.169,0.886,0.121,-19.859,0.0325,97.836,0.258,54,9,1
taiwan hip hop,0.567,0.400666667,202609,0.202666667,0.001009667,0.216,-19.11633333,0.0305,100.95,0.329333333,37.66666667,7,1
taiwan indie,0.534,0.389,400560,0.597,0.406,0.144,-8.436,0.0308,143.943,0.506,62,7,1
taiwan pop,0.533954702,0.570263839,296116.9906,0.43014256,0.095639762,0.213328006,-10.38741146,0.035948021,112.1768985,0.403940774,39.5172619,0,1
taiwan singer-songwriter,0.517436667,0.561775,271787.4083,0.414696667,0.000247783,0.163241667,-10.63330833,0.0301675,115.0352667,0.409833333,45,9,1
tajik pop,0.991,0.789,209717,0.335,0.00858,0.189,-8.478,0.0948,101.549,0.847,0,5,1
talent show,0.129422352,0.596536393,208891.1658,0.752042402,0.000231726,0.18625899,-5.035345855,0.068331611,121.8991915,0.526903987,62.41427962,9,1
tallava,0.00829,0.783,468207,0.765,0.894,0.112,-9.47,0.0433,135.997,0.448,0,2,0
tamborazo,0.2993375,0.6145,176572.125,0.7125,0.1939375,0.14603125,-6.3328125,0.050025,117.36925,0.914625,46.875,3,1
tamil hip hop,0.901285714,0.695714286,208892.1429,0.285285714,0.202569143,0.190285714,-12.25657143,0.226771429,134.7548571,0.641857143,1.428571429,6,1
tamil pop,0.628188635,0.627854458,243265.5028,0.377028967,0.090276551,0.15998463,-12.4241482,0.128742167,99.97838039,0.608757072,21.69037908,5,1
tamil worship,0.902712963,0.597022487,205817.0079,0.353681217,0.326840999,0.246612963,-9.488291005,0.125271429,104.1954894,0.771003968,4.12962963,7,1
tampa indie,0.4252434,0.54945,191083.2,0.6988,0.000179439,0.23125,-10.29545,0.21861,127.57865,0.49505,38.2,3,1
tango,0.934471758,0.563686381,173826.103,0.288845658,0.308882421,0.241800442,-13.34025792,0.118606339,115.613116,0.592388671,11.10594877,7,1
tango cancion,0.909017544,0.575861404,186597.0982,0.374436842,0.31556168,0.331922281,-10.03739123,0.142082105,114.0862842,0.574908772,18.68421053,2,1
tape club,0.230349367,0.414041667,198061.1944,0.736076389,0.34811497,0.195452778,-9.786520833,0.052075,133.0917222,0.6765,32.38888889,7,1
tavern,0.906,0.113,257067,0.165,0.406,0.685,-15.839,0.0388,83.909,0.197,7,9,0
tech house,0.035715447,0.754487115,368834.0511,0.745200275,0.714345517,0.13433223,-8.587167533,0.068873394,125.4252287,0.365741316,5.302826511,11,0
tech trance,0.001110194,0.482754259,231226.1269,0.957086736,0.774415406,0.277316169,-7.689304676,0.076974215,138.6588992,0.310421542,12.19875,7,1
technical brutal death metal,0.00715,0.733,377931,0.561,0.561,0.124,-7.709,0.095,174.05,0.382,0,10,0
technical death metal,0.028126987,0.38805,246545.14,0.874466667,0.4863188,0.223393333,-7.938896667,0.105139667,117.5238367,0.295139667,29.41333333,7,1
technical deathcore,0.640001543,0.538333333,198786.3333,0.533333333,0.285512,0.36,-10.395,0.135333333,110.046,0.648,12,1,1
technical grindcore,0.000593,0.788,120360,0.963,0.907,0.0823,-7.214,0.074,108.039,0.276,29,9,0
technical groove metal,8.55E-05,0.371666667,360964.3333,0.981666667,0.321996667,0.176433333,-5.298,0.115833333,133.4273333,0.192666667,51,10,0
technical melodic death metal,4.63E-06,0.261,251493,0.982,0.856,0.24,-4.499,0.202,101.29,0.292,36,7,1
technical thrash,0.003786423,0.325166667,319664.6714,0.923861905,0.411398194,0.172533333,-7.937590476,0.116732857,134.3743952,0.216225714,37.83809524,10,0
techno,0.033581329,0.730235294,382563.1676,0.699705882,0.713261024,0.13578,-10.31488235,0.077386471,125.7982147,0.430102941,22.17058824,8,1
techno argentina,0.00485,0.804,495738,0.856,0.934,0.0627,-9.09,0.0374,121.996,0.0509,20,2,1
techno kayo,0.292091598,0.614947454,277320.4139,0.738866667,0.058162271,0.289871574,-6.093382407,0.039189699,121.1768,0.579729861,27.8162037,9,1
tecnobanda,0.32734507,0.730292162,200683.7928,0.658517681,0.056134273,0.189205805,-7.613316852,0.109926745,135.2563354,0.858903158,40.25098706,10,1
teen pop,0.227581667,0.626516667,256055.7333,0.63975,0.136417539,0.121156667,-6.5748,0.056915,118.2268333,0.46855,41.78333333,1,1
tejano,0.335508576,0.647701249,212366.0524,0.595471723,0.020339715,0.184932126,-8.34521373,0.06076708,126.8875943,0.760196648,38.68426782,7,1
tekk,0.085894,0.485,269208,0.97775,0.0232025,0.199125,-4.144,0.19375,144.834,0.2669,3.25,11,1
tekno,0.042011333,0.627666667,404991.2222,0.992222222,0.076148444,0.465255556,-2.366444444,0.166722222,104.5547778,0.424333333,1.444444444,6,0
tempe indie,0.177858433,0.514236667,200966.53,0.77179,0.003397312,0.131854333,-8.076463333,0.039633333,141.2927467,0.722993333,39.15,7,1
tennessee experimental,0.358637778,0.555277778,222172.5556,0.525244444,0.127483333,0.233038889,-14.98894444,0.084266667,99.10855556,0.586555556,39.11111111,7,0
tennessee hip hop,0.1681022,0.741555208,206040.8042,0.643775677,0.000764528,0.135911292,-6.120148878,0.198570531,121.2597763,0.589515366,51.54882635,11,1
tex-mex,0.237856,0.678666667,236735.2767,0.680793333,0.005224507,0.17212,-7.342926667,0.068612667,120.59624,0.8038,40.93333333,7,1
texas blues,0.391256567,0.566038535,236401.6982,0.540377974,0.076924458,0.216644714,-10.4628777,0.07281339,122.066204,0.664311316,33.97083988,9,1
texas country,0.28675198,0.578990783,237889.6526,0.588341368,0.018577208,0.198227296,-8.576177904,0.059793981,119.5214375,0.52542395,44.17998947,7,1
texas latin rap,0.15958744,0.767195556,259874.6082,0.64736963,0.009455292,0.197352989,-6.25184244,0.170191512,99.21997538,0.524084837,41.38910675,7,0
texas pop punk,0.021797759,0.539830688,189842.6429,0.88531746,5.87E-06,0.208152646,-4.292611111,0.071424074,121.5392884,0.726835979,50.72751323,7,1
texas punk,0.093113428,0.438394737,169452.3421,0.758328947,0.234228718,0.173910526,-7.651210526,0.053146053,110.4464605,0.677381579,32.01315789,9,1
thai folk pop,0.301732083,0.571104167,237592.8542,0.563770833,0.001383737,0.152085417,-6.526729167,0.028672917,129.9288542,0.3736875,5.625,5,1
thai folk rock,0.377051141,0.638501984,254082.9117,0.576064484,6.37E-05,0.183322024,-6.20428869,0.02904871,126.517756,0.43934623,3.040674603,7,1
thai hip hop,0.347,0.799,235667,0.573,0,0.0723,-6.737,0.0529,99.964,0.833,6,1,0
thai idol,0.383796122,0.570185714,240734.6286,0.642742857,1.00E-05,0.266010408,-5.886261224,0.038849388,141.5803,0.437947959,4.413265306,5,1
thai indie,0.612633333,0.684666667,286811,0.457,0.347533333,0.119666667,-9.725333333,0.0409,105.943,0.2382,1.333333333,11,1
thai indie rock,0.179855972,0.580833333,248379.9861,0.661902778,3.05E-06,0.145208333,-5.693402778,0.0487875,128.9131944,0.617791667,4.430555556,11,1
thai instrumental,0.91,0.541,215467,0.112,0.874,0.0559,-19.863,0.0285,91.999,0.0992,5,0,1
thai pop,0.391232853,0.643009747,246186.1059,0.589476488,0.028413527,0.163227723,-6.897214137,0.041004144,126.3520708,0.505514063,3.930803571,11,1
thai rock,0.209295891,0.584585034,256897.3132,0.669646542,0.016307432,0.128283957,-5.893830782,0.036737783,129.0656678,0.483713435,5.312641723,4,1
thall,0.220616667,0.382333333,138413.3333,0.788,0.325003733,0.110433333,-10.673,0.0429,160.4186667,0.768333333,16.33333333,6,1
theme,0.659032603,0.360643008,202718.4235,0.356380721,0.546926205,0.199862909,-14.86309247,0.047799422,107.8260222,0.323744134,20.22087867,5,1
therapy,0.850115,0.35086,607944.125,0.1346945,0.8506,0.23763,-18.410475,0.03866,103.142625,0.2919625,0.3,2,1
theremin,0.793820513,0.352698135,171461.9196,0.258969487,0.589744942,0.409699068,-18.60424592,0.105762821,114.8829312,0.256159907,10.94638695,0,1
thrash core,0.0171896,0.332504764,110246.1946,0.892068777,0.25813475,0.28356006,-8.580535357,0.104071808,124.4587083,0.403625629,25.72643491,11,1
thrash metal,0.005816022,0.335036615,285499.4052,0.898934282,0.27427748,0.239887373,-8.26069493,0.105073562,125.1059239,0.313779778,33.58665174,4,1
timba,0.661666667,0.5975,176902.1667,0.62,6.68E-05,0.1576,-8.873333333,0.310333333,113.4193333,0.772666667,14.83333333,11,1
tin pan alley,0.917606878,0.464212798,219695.3975,0.296473902,0.247703132,0.197988255,-13.77565503,0.087246622,112.2476733,0.442506863,9.892968047,7,1
tipico,0.688383929,0.606973214,259449.1964,0.672526786,0.002748254,0.232624107,-7.820401786,0.062676786,134.0605893,0.807875,20.01785714,9,0
tolkien metal,0.243430339,0.363633333,292142.65,0.6751,0.527072833,0.231383333,-9.241516667,0.056116667,116.2827833,0.371091667,36.5,4,1
tollywood,0.958285714,0.637202381,185470.869,0.252791667,0.208660617,0.201285714,-10.36915476,0.190692857,103.931131,0.61325,0,7,1
tone,0.6645,0.26048,700001.6,0.1547974,0.7294,0.09906,-27.1729,0.04791,103.9763,0.20532,41,11,1
torch song,0.856220243,0.491438717,193632.8934,0.275673281,0.048196209,0.224939175,-13.04141633,0.074681291,110.7239875,0.465283569,16.53638978,7,1
toronto indie,0.270727037,0.542527778,263668.7963,0.531919444,0.170292329,0.157147222,-10.93572222,0.038211111,103.7708611,0.307427778,44.47222222,2,1
toronto rap,0.140288134,0.697449734,229878.6577,0.687472977,0.00060511,0.158394219,-6.021652132,0.193951652,132.6248046,0.511583683,63.73192903,1,0
trad jazz catala,0.677101667,0.5804,161688.5,0.614875,0.222398758,0.31244,-8.178225,0.057811667,124.3145583,0.797675,0,7,1
trad quebecois,0.488,0.896,222693,0.635,0,0.103,-12.339,0.148,104.843,0.929,51,1,1
traditional bluegrass,0.631,0.58219697,176939.7273,0.440227273,0.501184014,0.208718939,-14.52530303,0.037450758,125.538947,0.780901515,15.45454545,11,1
traditional blues,0.721255105,0.596246739,200658.3526,0.396852614,0.112766236,0.174797167,-11.96638077,0.066542057,113.3563931,0.644480241,21.43450251,0,1
traditional british folk,0.665270215,0.527830404,187180.5726,0.314843237,0.076765114,0.26148976,-12.95090421,0.047064959,122.9755877,0.492635557,24.40953427,5,1
traditional country,0.725213689,0.598641458,169082.7847,0.400413948,0.058969037,0.206871455,-11.98952982,0.046919247,118.4998572,0.704667306,21.02873431,10,1
traditional english folk,0.962,0.749,120700,0.24,3.32E-06,0.2102,-15.8455,0.0412,94.2155,0.8045,42,6,1
traditional folk,0.639666993,0.533974199,215819.4706,0.366084874,0.074815848,0.180390852,-13.43224179,0.04975219,118.5088605,0.547413572,29.45466423,9,1
traditional irish singing,0.968,0.242,254933,0.139,0.859,0.0983,-15.975,0.0309,78.98,0.159,32,2,1
traditional rockabilly,0.590755556,0.611081481,130768.5222,0.813062963,0.003453804,0.16100037,-5.324714815,0.083782963,115.3392074,0.873277778,10.11481481,9,1
traditional ska,0.111099231,0.6244,198335.2077,0.778069231,0.015192211,0.265340769,-6.723023077,0.098285385,129.0611538,0.792007692,31.88461538,0,1
traditional soul,0.467060625,0.41678125,203410.5313,0.62065625,0.006131586,0.184996875,-6.87046875,0.0554375,140.802875,0.63378125,39.75,5,1
trance,0.016135774,0.520330579,169418.003,0.888978275,0.559879054,0.295477374,-7.848189776,0.074720972,133.4277236,0.395662283,10.53133946,7,1
trance mexicano,0.006240633,0.792,453595.6667,0.75,0.83,0.217333333,-9.308,0.068033333,136.682,0.396,0.333333333,2,1
trancecore,0.057365052,0.504289286,238624.981,0.774171429,0.123874319,0.18588,-6.119783333,0.095618571,143.8075988,0.413095952,46.61904762,6,1
transpop,0.234207619,0.609988095,300085.9286,0.583704762,0.323260616,0.188294048,-10.61605952,0.070082143,126.2607619,0.550371429,32.76190476,1,1
trap,0.125900721,0.725947427,252143.6071,0.66384555,0.024979877,0.198128961,-6.444842299,0.194401387,123.3914793,0.516057632,52.61822402,1,1
trap argentino,0.2802775,0.679375,312111.9688,0.755625,0.240001399,0.135653125,-7.91665625,0.150196875,130.3356875,0.60653125,40.40625,4,0
trap boricua,0.307631917,0.712253797,226117.2343,0.672965107,0.000351323,0.190022557,-5.941401991,0.180727186,131.8056703,0.482079947,27.8034688,7,0
trap dominicano,0.280518431,0.668117647,366551.6667,0.60954902,1.16E-05,0.423513725,-8.505313725,0.119098039,114.6871176,0.360321569,42.47058824,10,1
trap funk,0.297,0.77,223508,0.854,0,0.366,-6.181,0.348,91.991,0.742,0,7,1
trap italiana,0.19,0.8495,191159,0.65,0.000714495,0.0892,-6.8865,0.1806,99.0375,0.5905,0.5,10,0
trap latino,0.206459851,0.730543669,253832.4379,0.723234679,0.041641888,0.178450143,-5.916731602,0.134363175,123.2373855,0.636741998,49.2324065,1,0
trap mexicano,0.446,0.722,170770,0.698,0,0.371,-7.588,0.109,79.997,0.818,61,8,1
trap queen,0.208511696,0.753461115,204110.56,0.6111538,0.001180205,0.181780374,-6.950068748,0.18127966,127.6178024,0.551190219,56.70713738,1,1
trap soul,0.241997972,0.662235957,229798.2882,0.615412162,0.02767095,0.185306691,-7.319119899,0.157584473,115.6079181,0.513371887,53.5327239,1,1
trap triste,0.33175,0.760375,296858.75,0.732875,3.11E-06,0.1073125,-4.92075,0.1409375,136.90625,0.5775,55,11,1
trap venezolano,0.057650769,0.794,229385.5385,0.705269231,4.03E-05,0.129353846,-5.819461538,0.122507692,110.8808462,0.635730769,43.73076923,1,1
traprun,0.098199933,0.619533333,226229.1111,0.826488889,0.337792068,0.188342222,-5.082133333,0.145208889,127.5662889,0.452844444,31.82222222,1,0
trash rock,0.083251182,0.545848485,188785.6566,0.790535354,0.002186846,0.155336364,-9.101919192,0.044107071,146.6665556,0.727166667,23.66666667,3,1
triangle indie,0.050470167,0.418416667,248898.7083,0.758833333,0.365375,0.198,-7.79975,0.039341667,119.854375,0.529125,33.79166667,9,1
tribal house,0.009265039,0.702423946,364838.7717,0.826645488,0.60336574,0.178549497,-7.389578141,0.07200551,128.5577011,0.43009619,9.945668934,7,1
trinidadian reggae,0.974,0.693,171666.5,0.519,0.0087475,0.1185,-8.0495,0.0619,87.859,0.852,28.5,5,1
trio cubano,0.884,0.507,238000,0.516,4.77E-06,0.121,-18.978,0.0346,95.485,0.967,5,11,0
trip hop,0.200577595,0.607886962,304631.0368,0.630942267,0.368778939,0.151692386,-9.573346982,0.064650806,119.6020692,0.467724959,43.22020562,7,1
trival,0.112292857,0.776214286,248249.4286,0.661928571,0.270438407,0.081614286,-10.71921429,0.081471429,137.5721429,0.743285714,45.14285714,7,1
tropical,0.323276594,0.699514878,262167.3413,0.710456522,0.044230051,0.182582114,-7.229291123,0.076856524,121.8138428,0.74492581,44.94884044,7,1
tropical house,0.147584951,0.658971063,232923.0302,0.739906888,0.175272127,0.188219734,-6.276417979,0.079462769,123.1001726,0.458863202,44.32232848,7,1
tropicalia,0.563838376,0.557283298,199751.479,0.562688558,0.033582924,0.214159353,-10.06300807,0.061507258,111.7408013,0.652673465,42.03257455,9,1
trova,0.685754106,0.538956431,240806.6935,0.355767868,0.008470885,0.187913669,-12.45043304,0.072711675,120.0231466,0.465415615,45.88927879,0,1
trova mexicana,0.838444444,0.524,189576.1111,0.190066667,2.55E-05,0.1425,-17.57022222,0.0463,143.4868889,0.516444444,52.22222222,4,1
truck-driving country,0.702750794,0.630553175,188434.969,0.522180952,0.00177637,0.156044683,-12.82505873,0.143613413,112.3990302,0.720740476,30.8015873,7,1
tucson indie,0.33165,0.645,295360,0.6655,0.385742,0.41435,-7.907,0.0934,111.864,0.684,20,2,1
tulsa indie,0.162,0.659,172507,0.594,0.846,0.632,-8.494,0.0261,100.033,0.851,62,4,0
tunisian pop,0.176,0.807,281443,0.639,0.0001,0.059,-11.604,0.0416,103.956,0.692,49,0,1
turbo folk,0.279495333,0.557125,275165.8542,0.6980625,0.119667121,0.287860417,-8.480041667,0.07180625,126.7756875,0.717604167,20.08333333,4,1
turkish classical,0.990433621,0.348448851,199460.6802,0.398871193,0.561450831,0.550576221,-10.55385014,0.091545927,104.0246148,0.487659763,2.290732759,6,1
turkish classical performance,0.990375,0.335125,386688.25,0.0639775,0.931125,0.1007,-28.089,0.0378625,104.915,0.314725,38.25,11,1
turkish edm,2.63E-05,0.81,468818,0.805,0.859,0.153,-10.201,0.0766,125.008,0.525,0,9,0
turkish experimental,0.12,0.549,562960,0.527,3.02E-05,0.395,-10.149,0.154,133.726,0.722,34,5,0
turkish folk,0.800542484,0.517232026,226199.1182,0.338762527,0.088319133,0.265972495,-14.83812364,0.042736819,100.5224428,0.445868192,29.80936819,7,1
turkish jazz,0.833596523,0.386179455,235376.4706,0.40598802,0.275966033,0.330432421,-11.98970218,0.065504675,99.97992764,0.44823275,24.69834589,9,1
turkish modern jazz,0.73,0.269,393400,0.386,0.763,0.0969,-18.731,0.0362,79.661,0.598,33,3,0
turkish pop,0.509473131,0.510736652,225268.4072,0.581450679,0.158202005,0.302992941,-10.94325068,0.079400724,99.43588235,0.522153394,40.09502262,7,0
turkish psych,0.663642857,0.553071429,245400.8571,0.468071429,0.110458957,0.159914286,-11.79171429,0.072278571,94.21292857,0.523214286,44.5,3,0
turkish trap,0.00884,0.667,335866.6667,0.807333333,5.22E-06,0.649933333,-6.722,0.071733333,119.0483333,0.384666667,34.33333333,1,1
turkish trap pop,0.109639667,0.649733333,165067.8667,0.758333333,0.49254018,0.1629,-9.690266667,0.0925,129.6615667,0.167116667,7.8,7,1
turntablism,0.160871389,0.739582624,247653.0997,0.705408547,0.095916679,0.216874481,-7.946295456,0.229064218,107.3560166,0.635974157,43.28680639,7,1
twee pop,0.359712919,0.506859259,189109.2593,0.596203704,0.282679503,0.238171111,-11.82287037,0.056638519,127.2053407,0.724844444,31.96296296,9,1
twin cities indie,0.0104,0.441,292693,0.915,0.00129,0.111,-6.913,0.0529,196.554,0.877,6,4,1
twoubadou,0.546916667,0.61925,472855.5833,0.523666667,0.0001298,0.118858333,-13.40266667,0.153958333,99.0515,0.803666667,37.33333333,9,0
tzadik,0.8765,0.156625,690766.75,0.15574,0.85575,0.115,-28.7595,0.047675,99.83725,0.055175,32.5,7,1
ugandan pop,0.0483,0.738,342760,0.564,0.77,0.0724,-12.084,0.0381,108.902,0.933,35,0,1
uilleann pipes,0.767585714,0.338071429,222148.5714,0.272141429,0.380162143,0.180971429,-15.12235714,0.041921429,102.7771429,0.539457143,22.71428571,7,1
uk alternative hip hop,0.3426191,0.616369444,219883.0833,0.642252778,0.1889885,0.204654444,-7.714786111,0.168099167,134.3359111,0.542322222,37.625,10,0
uk alternative pop,0.192392663,0.493263889,235847.7389,0.712263492,0.186573998,0.352538175,-6.383949206,0.103198175,130.7438242,0.310685913,32.06468254,3,1
uk americana,0.4687049,0.507035354,246697.7437,0.470690278,0.183659615,0.155583207,-11.10177399,0.040108144,120.0642431,0.390601957,35.28156566,2,1
uk contemporary r&b,0.156367059,0.672517647,204449.8686,0.71844902,0.023474176,0.168723922,-6.32002549,0.080335098,111.7863275,0.546245098,68.30980392,6,1
uk dance,0.11846604,0.679187739,239971.6598,0.726793624,0.143041272,0.195907109,-6.408133629,0.068385277,122.6214895,0.526050724,45.82273435,9,1
uk dancehall,0.153075,0.81525,228358,0.582,3.28E-05,0.45935,-8.38025,0.04095,124.007,0.89025,55,6,0
uk dnb,0.015046394,0.530658333,298210.2208,0.8198125,0.7181875,0.281758333,-6.054941667,0.106223333,150.3476417,0.319016667,6.6125,11,1
